Catalog;HIP;RAhms;DEdms;RAdeg;DEdeg;
H;400;00 04 56.08;+23 16 10.7;001.23366004;+23.26964739;
H;401;00 04 56.21;+56 03 25.1;001.23422583;+56.05695930;
H;402;00 04 56.39;+64 46 53.1;001.23494365;+64.78140759;
H;403;00 04 56.93;-18 10 42.6;001.23720433;-18.17850304;
H;405;00 04 57.48;+51 10 50.3;001.23950992;+51.18064908;
H;404;00 04 57.51;+45 40 26.2;001.23961728;+45.67395209;
H;406;00 04 58.54;+26 43 30.9;001.24392487;+26.72525618;
H;407;00 04 58.63;-70 12 43.9;001.24427458;-70.21220744;
H;408;00 04 58.81;+57 28 07.5;001.24502692;+57.46874679;
H;409;00 04 59.06;-70 29 32.7;001.24608894;-70.49241628;
H;410;00 05 01.13;+27 40 29.3;001.25472644;+27.67479979;
H;411;00 05 01.59;+33 21 36.0;001.25663332;+33.36001239;
H;412;00 05 01.81;+66 31 00.4;001.25755802;+66.51678960;
H;413;00 05 02.48;-36 00 55.0;001.26034142;-36.01527326;
H;414;00 05 02.94;-59 49 41.2;001.26224739;-59.82810463;
H;415;00 05 03.31;+09 16 48.1;001.26379805;+09.28002796;
H;416;00 05 03.46;+01 02 16.2;001.26440114;+01.03782858;
H;417;00 05 03.80;-00 30 10.5;001.26581912;-00.50290553;
H;418;00 05 06.13;+61 18 50.3;001.27555231;+61.31396468;
H;419;00 05 06.89;-42 34 04.1;001.27871117;-42.56781669;
H;420;00 05 07.60;-52 09 05.1;001.28166779;-52.15142338;
H;421;00 05 08.11;+45 13 32.4;;;
H;422;00 05 08.82;+67 50 24.1;001.28675856;+67.84002075;
H;423;00 05 09.26;+30 19 44.8;001.28858787;+30.32911509;
H;425;00 05 09.71;-62 50 43.0;001.29047896;-62.84527102;
H;424;00 05 09.78;+45 13 44.7;001.29075302;+45.22907883;
H;427;00 05 09.95;-43 51 03.0;001.29143885;-43.85083352;
H;426;00 05 10.02;+30 19 52.7;001.29174694;+30.33130736;
H;429;00 05 10.16;+02 23 50.3;001.29232665;+02.39731072;
H;428;00 05 10.16;+45 47 13.0;001.29233645;+45.78693438;
H;430;00 05 10.31;-32 28 06.6;001.29294285;-32.46851165;
H;431;00 05 12.48;+36 18 13.3;001.30198518;+36.30368114;
H;432;00 05 13.00;+35 34 16.0;001.30417878;+35.57110311;
H;433;00 05 14.86;+03 00 26.6;001.31190920;+03.00739806;
H;434;00 05 15.24;-27 16 17.8;001.31348863;-27.27160831;
H;435;00 05 15.26;-49 08 32.0;001.31357538;-49.14221463;
H;436;00 05 17.87;-67 49 52.4;001.32445343;-67.83122670;
H;437;00 05 17.88;+48 28 37.9;001.32451324;+48.47719511;
H;438;00 05 18.45;-01 47 38.8;001.32686621;-01.79412136;
H;440;00 05 19.86;+68 53 03.9;001.33276937;+68.88440910;
H;441;00 05 19.91;-38 51 26.0;001.33296709;-38.85723115;
H;442;00 05 20.03;-21 18 55.1;001.33346262;-21.31530277;
H;443;00 05 20.15;-05 42 28.2;001.33394073;-05.70783255;
H;439;00 05 20.29;-37 21 06.1;001.33455564;-37.35168110;
H;444;00 05 20.78;-59 48 52.2;001.33660254;-59.81448691;
H;445;00 05 21.63;-56 57 20.2;001.34012165;-56.95562054;
H;447;00 05 22.06;+08 47 16.6;001.34190030;+08.78795370;
H;446;00 05 22.15;-79 15 14.1;001.34229760;-79.25391278;
H;448;00 05 22.25;+03 36 22.0;001.34271288;+03.60610712;
H;449;00 05 22.74;-33 29 57.9;001.34473977;-33.49941419;
H;450;00 05 23.99;+28 32 37.5;001.34994786;+28.54375172;
H;451;00 05 24.28;+16 19 44.7;001.35116229;+16.32907717;
H;452;00 05 25.36;+21 34 09.8;001.35565957;+21.56940242;
H;453;00 05 25.47;-03 51 05.7;001.35611944;-03.85159559;
H;454;00 05 26.41;-14 25 19.5;001.36004465;-14.42209198;
H;455;00 05 27.54;+76 17 29.6;001.36474708;+76.29156292;
H;456;00 05 27.70;-37 18 09.1;001.36543236;-37.30254152;
H;457;00 05 28.03;-42 53 14.6;001.36678819;-42.88738421;
H;458;00 05 28.23;-07 39 55.2;001.36762563;-07.66532823;
H;459;00 05 28.35;-61 13 32.4;001.36813317;-61.22566452;
H;460;00 05 28.74;+22 13 28.8;001.36976446;+22.22467477;
H;461;00 05 29.06;+34 06 20.4;001.37106856;+34.10565584;
H;462;00 05 31.11;-09 37 02.3;001.37961808;-09.61729691;
H;463;00 05 31.98;-35 07 47.0;001.38325838;-35.12972759;
H;464;00 05 32.13;-31 58 03.5;001.38388036;-31.96763926;
H;465;00 05 33.82;+76 17 09.0;001.39092668;+76.28582649;
H;466;00 05 34.91;+53 10 18.1;001.39547600;+53.17169568;
H;467;00 05 35.14;-47 34 09.5;001.39643718;-47.56931860;
H;468;00 05 35.75;-61 18 35.6;001.39896188;-61.30989474;
H;469;00 05 36.25;-51 15 37.6;001.40103106;-51.26045604;
H;470;00 05 36.95;+43 24 05.2;001.40397116;+43.40143611;
H;471;00 05 38.86;-58 17 22.3;001.41191024;-58.28951949;
H;472;00 05 39.72;+55 42 35.6;001.41549758;+55.70990230;
H;473;00 05 40.28;+45 48 44.8;001.41782275;+45.81245496;
H;474;00 05 40.85;+44 28 07.3;001.42019898;+44.46868671;
H;475;00 05 41.60;+58 18 49.2;001.42333268;+58.31365552;
H;476;00 05 41.94;+13 23 46.6;001.42473238;+13.39628227;
H;477;00 05 42.94;-29 57 38.3;001.42893454;-29.96063430;
H;478;00 05 43.03;-22 30 35.2;001.42927167;-22.50977022;
H;480;00 05 43.24;-15 21 55.8;001.43016919;-15.36550173;
H;479;00 05 43.25;+25 36 54.6;001.43020191;+25.61517178;
H;481;00 05 44.06;-36 46 42.4;001.43360334;-36.77845599;
H;482;00 05 44.41;+17 50 25.2;001.43504635;+17.84032678;
H;483;00 05 45.37;+81 04 17.3;001.43904170;+81.07146901;
H;484;00 05 46.01;-19 40 11.3;001.44169115;-19.66981225;
H;485;00 05 47.47;+47 05 14.3;001.44777978;+47.08729369;
H;486;00 05 49.69;-52 49 12.4;001.45705278;-52.82010001;
H;487;00 05 50.98;+78 44 18.3;001.46242223;+78.73840785;
H;488;00 05 51.02;-68 33 04.6;001.46256763;-68.55128874;
H;489;00 05 51.87;+02 45 52.7;001.46611168;+02.76462706;
H;490;00 05 52.47;-41 45 10.4;001.46861724;-41.75288210;
H;491;00 05 52.79;+12 31 38.8;001.46996926;+12.52743978;
H;493;00 05 54.84;+18 14 07.3;001.47850515;+18.23536692;
H;492;00 05 54.85;-14 25 57.8;001.47853237;-14.43272890;
H;494;00 05 55.13;-68 48 41.9;001.47971363;-68.81162782;
H;495;00 05 55.56;+18 04 34.4;001.48151411;+18.07622626;
H;496;00 05 56.71;+24 34 08.6;001.48628758;+24.56904604;
H;497;00 05 57.05;+49 37 20.5;001.48768965;+49.62234797;
H;498;00 05 58.27;+44 44 21.8;001.49280820;+44.73937991;
H;499;00 05 58.96;-54 38 26.1;001.49565621;-54.64056978;
H;500;00 06 00.03;-48 40 43.4;001.50012278;-48.67872936;
H;501;00 06 00.13;-39 08 15.1;001.50054698;-39.13751717;
H;502;00 06 00.54;+28 16 37.1;001.50224247;+28.27696051;
H;503;00 06 01.05;+16 27 07.5;001.50439459;+16.45207976;
H;504;00 06 03.21;+24 54 59.9;001.51336417;+24.91664125;
H;505;00 06 03.39;+63 40 46.8;001.51413834;+63.67965857;
H;506;00 06 03.51;+53 16 36.9;001.51463805;+53.27691513;
H;507;00 06 04.17;-84 05 53.5;001.51738261;-84.09820798;
H;508;00 06 04.26;+40 25 06.7;001.51773179;+40.41853643;
H;509;00 06 05.20;-31 26 39.6;001.52168260;-31.44433776;
H;510;00 06 08.02;+09 42 53.9;001.53342667;+09.71496461;
H;511;00 06 08.04;+00 07 17.2;001.53351571;+00.12143808;
H;512;00 06 09.06;-29 09 05.0;001.53776681;-29.15139035;
H;513;00 06 11.39;+87 53 21.8;001.54746485;+87.88938595;
H;514;00 06 11.74;-23 32 18.8;001.54892826;-23.53856546;
H;515;00 06 13.16;-01 53 13.4;001.55483056;-01.88705095;
H;516;00 06 14.19;-32 48 58.9;001.55910676;-32.81635348;
H;517;00 06 15.31;-55 29 55.3;001.56378577;-55.49869634;
H;518;00 06 15.54;+58 26 12.1;001.56474395;+58.43668966;
H;519;00 06 16.80;-64 14 25.9;001.57000983;-64.24051492;
H;520;00 06 16.93;-10 46 42.5;001.57055075;-10.77847003;
H;521;00 06 18.66;-01 14 16.9;001.57776022;-01.23801760;
H;522;00 06 18.66;-49 04 30.3;001.57776340;-49.07509405;
H;523;00 06 18.90;-65 50 21.1;001.57876020;-65.83919547;
H;524;00 06 19.92;-12 01 01.9;001.58300753;-12.01719883;
H;525;00 06 20.14;+40 53 55.4;001.58393383;+40.89871965;
H;526;00 06 20.18;+60 27 25.6;001.58409669;+60.45712221;
H;527;00 06 20.77;+68 38 10.0;001.58655035;+68.63612309;
H;528;00 06 21.82;-24 36 09.2;001.59090838;-24.60254997;
H;529;00 06 24.96;-18 02 17.7;001.60400514;-18.03825665;
H;530;00 06 25.96;+42 45 09.9;001.60817878;+42.75275856;
H;531;00 06 26.53;+64 11 46.2;001.61052855;+64.19616859;
H;532;00 06 26.86;-74 24 04.0;001.61191859;-74.40111182;
H;533;00 06 27.09;-16 44 15.4;001.61287384;-16.73761149;
H;534;00 06 27.51;-52 55 59.3;001.61464392;-52.93312701;
H;535;00 06 28.43;-43 37 39.8;001.61846773;-43.62772225;
H;536;00 06 29.27;+27 05 24.5;001.62196859;+27.09013496;
H;537;00 06 31.32;-21 30 04.6;001.63047980;-21.50128389;
H;538;00 06 31.68;+05 49 31.1;001.63200384;+05.82530112;
H;539;00 06 33.96;+43 46 56.2;001.64150277;+43.78227474;
H;540;00 06 35.55;+28 33 12.4;001.64810682;+28.55343687;
H;541;00 06 35.64;-47 35 05.1;001.64849601;-47.58474443;
H;542;00 06 35.88;+56 30 52.2;001.64950882;+56.51450029;
H;543;00 06 36.17;-25 17 44.4;001.65072541;-25.29566618;
H;544;00 06 36.53;+29 01 19.0;001.65221045;+29.02193518;
H;545;00 06 38.48;+33 39 15.4;001.66031971;+33.65427137;
H;546;00 06 38.84;-36 05 04.8;001.66184341;-36.08467578;
H;547;00 06 39.61;-24 37 14.4;001.66505810;-24.62067192;
H;548;00 06 40.07;+70 10 09.4;001.66696429;+70.16926509;
H;549;00 06 40.97;+65 35 15.7;001.67070715;+65.58769959;
H;550;00 06 41.84;+56 19 28.8;001.67432667;+56.32466451;
H;551;00 06 43.83;+08 39 26.4;001.68263710;+08.65733696;
H;552;00 06 45.29;-06 15 40.7;001.68869427;-06.26131902;
H;553;00 06 45.65;-21 05 29.3;001.69021404;-21.09148372;
H;554;00 06 46.33;-13 44 55.3;001.69303391;-13.74868727;
H;555;00 06 46.60;+10 04 08.4;001.69415329;+10.06899229;
H;556;00 06 46.94;-04 20 59.3;001.69557460;-04.34981191;
H;557;00 06 46.98;+23 29 37.7;001.69574083;+23.49381547;
H;558;00 06 47.22;-70 35 22.0;001.69675999;-70.58944075;
H;559;00 06 47.96;+44 36 46.2;001.69982422;+44.61284407;
H;560;00 06 50.02;-23 06 26.7;001.70843563;-23.10742543;
H;561;00 06 50.31;+68 10 01.7;001.70960701;+68.16712552;
H;562;00 06 50.63;+20 33 35.1;001.71097517;+20.55974087;
H;563;00 06 50.68;+31 07 49.6;001.71117886;+31.13044847;
H;564;00 06 51.31;-45 51 50.2;001.71380391;-45.86393212;
H;565;00 06 52.32;+01 51 39.6;001.71801703;+01.86101143;
H;566;00 06 52.37;+49 22 55.6;001.71819731;+49.38212406;
H;567;00 06 53.30;-38 52 39.7;001.72206966;-38.87768936;
H;568;00 06 53.37;-55 09 38.9;001.72236956;-55.16079775;
H;569;00 06 53.95;-03 37 32.6;001.72480379;-03.62572272;
H;570;00 06 55.38;-30 36 30.6;001.73076217;-30.60851144;
H;571;00 06 55.74;-30 36 11.1;001.73226563;-30.60308180;
H;572;00 06 56.14;+38 12 09.4;001.73390197;+38.20259978;
H;573;00 06 56.30;-43 59 07.0;001.73459748;-43.98527000;
H;574;00 06 59.50;-40 24 50.4;001.74792713;-40.41400635;
H;575;00 06 59.57;+65 32 19.4;001.74821471;+65.53871712;
H;576;00 06 59.68;+53 58 29.5;001.74865205;+53.97486354;
H;577;00 07 00.54;+32 52 13.0;001.75224377;+32.87028504;
H;578;00 07 01.99;+22 50 40.2;001.75830785;+22.84448874;
H;579;00 07 02.43;+05 17 16.9;001.76013095;+05.28802852;
H;580;00 07 02.57;-18 49 14.7;001.76070652;-18.82075644;
H;581;00 07 04.16;+06 52 32.2;001.76733158;+06.87560716;
H;582;00 07 05.48;+62 23 33.8;001.77282221;+62.39273559;
H;583;00 07 06.12;+85 24 17.5;001.77548337;+85.40485204;
H;584;00 07 07.57;-15 51 00.3;001.78153664;-15.85008750;
H;585;00 07 07.79;-30 33 41.7;001.78247366;-30.56157424;
H;586;00 07 08.01;-23 02 10.1;001.78337358;-23.03614091;
H;587;00 07 08.26;-37 55 44.9;001.78443728;-37.92914178;
H;588;00 07 08.32;+14 49 25.5;001.78467109;+14.82374977;
H;589;00 07 09.06;+72 46 30.8;001.78773802;+72.77522493;
H;590;00 07 10.18;+34 51 13.7;001.79242036;+34.85379559;
H;591;00 07 11.02;+46 45 25.3;001.79591904;+46.75702172;
H;592;00 07 11.40;+65 39 13.6;001.79749147;+65.65378903;
H;593;00 07 12.59;+06 12 15.6;001.80243855;+06.20432213;
H;594;00 07 12.67;-60 04 14.9;001.80277966;-60.07079486;
H;595;00 07 12.78;-22 01 39.6;001.80323898;-22.02767673;
H;596;00 07 13.29;-76 43 51.3;001.80537479;-76.73091557;
H;597;00 07 13.71;+73 12 37.1;001.80711473;+73.21031615;
H;598;00 07 14.46;+20 33 20.6;001.81025436;+20.55571109;
H;599;00 07 15.43;-41 53 22.6;001.81427471;-41.88961116;
H;600;00 07 16.64;-27 23 52.0;001.81932153;-27.39777661;
H;601;00 07 18.15;+20 57 56.2;001.82562487;+20.96559758;
H;602;00 07 18.27;-17 23 13.3;001.82613856;-17.38703103;
H;603;00 07 18.39;+07 42 12.9;001.82662524;+07.70357212;
H;604;00 07 19.49;+01 39 54.3;001.83122750;+01.66508782;
H;605;00 07 22.04;-56 50 12.7;001.84185174;-56.83685592;
H;606;00 07 22.41;-25 21 22.8;001.84336535;-25.35632439;
H;607;00 07 22.48;+26 27 03.2;001.84365756;+26.45088655;
H;608;00 07 22.90;-11 02 00.1;001.84541576;-11.03336416;
H;609;00 07 23.23;-11 36 46.5;001.84680800;-11.61292585;
H;611;00 07 25.27;-40 28 46.5;001.85529015;-40.47958534;
H;610;00 07 25.90;-77 29 39.0;001.85792694;-77.49416581;
H;612;00 07 28.06;-56 00 41.6;001.86689616;-56.01154749;
H;613;00 07 29.26;+17 18 09.9;001.87192965;+17.30273637;
H;614;00 07 31.23;+35 44 44.7;001.88011435;+35.74574814;
H;615;00 07 31.29;+24 19 16.4;001.88037933;+24.32121026;
H;616;00 07 32.34;-23 49 08.2;001.88473813;-23.81894320;
H;617;00 07 32.79;+32 00 31.6;001.88664549;+32.00877870;
H;618;00 07 34.70;-60 38 30.2;001.89458828;-60.64172798;
H;619;00 07 35.18;+31 40 08.6;001.89656955;+31.66904954;
H;621;00 07 36.58;-62 18 54.3;001.90242019;-62.31507712;
H;620;00 07 36.78;-86 02 19.6;001.90322981;-86.03877612;
H;624;00 07 37.41;-45 07 09.5;001.90586322;-45.11929768;
H;622;00 07 37.42;+52 46 22.8;001.90590207;+52.77298980;
H;623;00 07 37.42;+53 31 35.5;001.90593260;+53.52653764;
H;625;00 07 37.68;+40 04 42.7;001.90698995;+40.07851976;
H;626;00 07 37.94;+40 08 52.8;001.90808924;+40.14799609;
H;627;00 07 39.11;-66 53 43.4;001.91294578;-66.89539355;
H;628;00 07 40.01;+01 05 39.3;001.91669898;+01.09425779;
H;629;00 07 40.19;-07 55 16.7;001.91744231;-07.92129475;
H;630;00 07 40.51;+39 02 05.7;001.91877912;+39.03491283;
H;631;00 07 40.92;-65 55 56.2;001.92048929;-65.93227482;
H;632;00 07 40.98;-56 14 58.4;001.92073631;-56.24955098;
H;633;00 07 42.61;-46 32 40.8;001.92754108;-46.54467295;
H;634;00 07 43.10;+37 11 07.7;001.92958594;+37.18548226;
H;635;00 07 44.10;-02 32 55.3;001.93373158;-02.54868621;
H;636;00 07 46.86;-22 30 30.5;001.94523194;-22.50847542;
H;637;00 07 47.80;-05 29 09.6;001.94918183;-05.48598739;
H;638;00 07 48.13;+21 44 44.3;001.95053905;+21.74565092;
H;639;00 07 48.39;-11 07 44.6;001.95164360;-11.12904586;
H;640;00 07 50.99;+38 43 18.4;001.96245593;+38.72179052;
H;641;00 07 51.88;+55 34 37.3;001.96614972;+55.57701937;
H;642;00 07 53.11;-04 51 17.6;001.97130707;-04.85488887;
H;643;00 07 54.70;-42 09 13.9;001.97791396;-42.15385091;
H;644;00 07 54.91;-51 15 28.3;001.97877242;-51.25786512;
H;645;00 07 59.18;-14 13 36.2;001.99660033;-14.22671354;
H;647;00 07 59.32;-78 12 39.5;001.99715281;-78.21097486;
H;646;00 07 59.34;-18 41 04.9;001.99726573;-18.68470818;
H;649;00 08 00.25;-07 32 41.2;002.00105125;-07.54477340;
H;648;00 08 00.35;-78 35 55.5;002.00147404;-78.59876143;
H;650;00 08 00.76;+29 50 15.0;002.00316528;+29.83750636;
H;651;00 08 00.79;-39 36 43.5;002.00331222;-39.61207474;
H;652;00 08 01.73;+31 23 28.4;002.00721943;+31.39121911;
H;653;00 08 01.89;-30 01 54.1;002.00786726;-30.03169007;
H;654;00 08 02.05;-45 22 55.7;002.00852236;-45.38213796;
H;655;00 08 03.52;-33 31 45.6;002.01465535;-33.52933371;
H;656;00 08 04.62;+53 47 47.0;002.01924689;+53.79639636;
H;657;00 08 05.02;-29 24 58.9;002.02090072;-29.41637426;
H;658;00 08 05.81;+04 55 38.4;002.02420888;+04.92733420;
H;659;00 08 09.57;+31 22 44.4;002.03986590;+31.37900363;
H;660;00 08 10.00;+71 09 34.2;002.04168060;+71.15948850;
H;661;00 08 11.72;-59 03 47.1;002.04884213;-59.06308248;
H;663;00 08 11.94;-38 16 51.8;002.04976404;-38.28106844;
H;662;00 08 11.97;-70 03 21.0;002.04986865;-70.05583226;
H;664;00 08 12.09;-02 26 51.7;002.05038298;-02.44769895;
H;665;00 08 13.16;-43 38 48.1;002.05484372;-43.64669264;
H;666;00 08 13.62;-49 43 18.6;002.05676952;-49.72183630;
H;667;00 08 13.67;+29 43 56.4;002.05695057;+29.73233165;
H;668;00 08 14.66;+42 13 24.4;002.06109217;+42.22343513;
H;669;00 08 16.37;-14 49 28.1;002.06820906;-14.82446576;
H;670;00 08 16.95;+34 29 43.0;002.07061029;+34.49526635;
H;671;00 08 17.55;-08 49 26.5;002.07313617;-08.82402541;
H;673;00 08 18.61;-32 42 03.0;002.07755792;-32.70083924;
H;674;00 08 21.05;-42 56 37.2;002.08770637;-42.94365592;
H;675;00 08 22.13;+03 26 26.6;002.09220806;+03.44072762;
H;676;00 08 22.57;+21 55 27.5;002.09403593;+21.92431268;
H;678;00 08 23.14;-19 13 26.7;002.09641108;-19.22409603;
H;677;00 08 23.17;+29 05 27.0;002.09653333;+29.09082805;
H;679;00 08 24.27;+50 14 43.3;002.10111748;+50.24535175;
H;680;00 08 24.82;-57 11 42.3;002.10343088;-57.19508646;
H;681;00 08 25.31;-51 24 02.7;002.10546740;-51.40075918;
H;682;00 08 25.69;+06 37 00.5;002.10705914;+06.61680730;
H;683;00 08 26.04;+41 57 28.8;002.10850712;+41.95798984;
H;684;00 08 26.47;-44 16 25.1;002.11027964;-44.27363457;
H;685;00 08 26.89;-53 26 35.5;002.11205680;-53.44318788;
H;686;00 08 27.09;-30 04 06.8;002.11287951;-30.06855565;
H;687;00 08 27.34;+17 25 28.0;002.11390101;+17.42445447;
H;688;00 08 27.63;-24 05 37.5;002.11513383;-24.09375148;
H;689;00 08 28.39;+34 56 04.3;002.11827092;+34.93452295;
H;690;00 08 29.78;-66 30 50.9;002.12406316;-66.51414469;
H;691;00 08 30.12;+52 20 11.1;002.12551099;+52.33640337;
H;692;00 08 30.86;-06 47 31.8;002.12860271;-06.79215910;
H;693;00 08 31.26;+20 16 02.5;002.13025860;+20.26736526;
H;694;00 08 31.51;+11 10 17.5;002.13130944;+11.17153688;
H;695;00 08 32.87;+63 12 14.6;002.13694986;+63.20404897;
H;696;00 08 33.49;-17 34 40.9;002.13953227;-17.57804019;
H;697;00 08 35.31;+53 15 14.8;002.14711178;+53.25410868;
H;698;00 08 38.78;-74 14 18.3;002.16158530;-74.23842588;
H;699;00 08 41.02;+36 37 38.7;002.17092314;+36.62742794;
H;700;00 08 43.09;-02 13 21.3;002.17953436;-02.22257211;
H;701;00 08 43.94;+74 12 53.0;002.18307102;+74.21471191;
H;702;00 08 44.96;-52 19 40.6;002.18732032;-52.32795054;
H;704;00 08 45.86;+14 08 31.4;002.19110187;+14.14205698;
H;703;00 08 46.15;-86 11 18.6;002.19229374;-86.18850470;
H;706;00 08 46.18;-34 47 39.8;002.19243127;-34.79438791;
H;707;00 08 46.75;-66 45 34.1;002.19477287;-66.75946527;
H;708;00 08 46.83;-36 44 38.7;002.19513310;-36.74408179;
H;705;00 08 47.38;+86 47 16.4;002.19740240;+86.78789828;
H;709;00 08 48.41;-47 03 38.4;002.20171313;-47.06066168;
H;710;00 08 48.74;+08 01 18.3;002.20309454;+08.02174864;
H;711;00 08 49.12;-07 53 49.4;002.20465275;-07.89705908;
H;712;00 08 49.90;+40 50 27.8;002.20791519;+40.84104758;
H;713;00 08 49.90;-60 15 52.3;002.20792389;-60.26452754;
H;714;00 08 50.00;+40 29 40.4;002.20832630;+40.49456869;
H;715;00 08 51.84;-25 32 52.1;002.21598889;-25.54780455;
H;716;00 08 52.07;+25 27 46.3;002.21695394;+25.46285169;
H;717;00 08 52.24;+00 41 32.8;002.21766632;+00.69244524;
H;718;00 08 52.90;-42 55 05.6;002.22041567;-42.91821148;
H;719;00 08 53.00;-35 49 08.5;002.22083743;-35.81902966;
H;720;00 08 53.66;-22 10 46.2;002.22356284;-22.17950257;
H;721;00 08 55.31;-26 13 25.1;002.23047849;-26.22362939;
H;722;00 08 56.56;+12 48 16.1;002.23568502;+12.80447200;
H;723;00 08 56.98;+66 27 23.9;002.23740813;+66.45664771;
H;724;00 08 59.22;-21 12 22.7;002.24674499;-21.20630061;
H;725;00 08 59.52;+34 22 04.6;002.24799593;+34.36795586;
H;726;00 08 59.59;-39 44 13.6;002.24830416;-39.73711336;
H;727;00 08 59.95;+49 51 29.2;002.24977114;+49.85810859;
H;728;00 09 00.16;+28 14 51.2;002.25065511;+28.24755645;
H;729;00 09 02.34;+18 12 43.3;002.25974230;+18.21202529;
H;730;00 09 02.35;-54 00 07.1;002.25978189;-54.00196301;
H;732;00 09 02.66;-35 05 30.7;002.26106347;-35.09184956;
H;731;00 09 02.75;+27 39 04.5;002.26145881;+27.65123946;
H;733;00 09 02.77;+09 50 59.9;002.26154948;+09.84996128;
H;734;00 09 02.85;-24 20 06.2;002.26186026;-24.33505454;
H;735;00 09 03.17;+22 39 51.4;002.26322766;+22.66426725;
H;736;00 09 03.39;-59 16 50.1;002.26412852;-59.28059246;
H;737;00 09 03.58;+40 50 35.8;002.26490408;+40.84327725;
H;738;00 09 03.90;-27 07 20.5;002.26626900;-27.12235235;
H;739;00 09 03.92;-28 19 48.0;002.26631833;-28.33000796;
H;740;00 09 04.30;+19 55 28.7;002.26793216;+19.92463831;
H;741;00 09 05.64;-36 39 02.2;002.27351039;-36.65060208;
H;742;00 09 06.42;-50 36 27.9;002.27673999;-50.60776281;
H;743;00 09 06.98;-50 00 49.1;002.27906762;-50.01362800;
H;744;00 09 08.56;-50 10 00.4;002.28568036;-50.16678657;
H;745;00 09 09.20;-38 17 22.1;002.28833154;-38.28947361;
H;746;00 09 10.09;+59 09 00.8;002.29204036;+59.15021814;
H;747;00 09 10.17;+44 43 18.6;002.29237517;+44.72184555;
H;748;00 09 11.06;+21 03 33.7;002.29606736;+21.05936782;
H;749;00 09 11.48;-31 28 38.2;002.29783513;-31.47728797;
H;750;00 09 11.60;+44 43 22.0;002.29831313;+44.72276734;
H;751;00 09 12.90;+42 15 15.8;002.30375144;+42.25439291;
H;752;00 09 12.98;-00 45 07.9;002.30406964;-00.75219804;
H;753;00 09 14.68;+32 28 36.0;002.31118231;+32.47666637;
H;754;00 09 15.63;+25 16 56.3;002.31514306;+25.28231728;
H;755;00 09 16.58;+65 04 14.9;002.31906353;+65.07079864;
H;756;00 09 18.05;-37 22 58.5;002.32522728;-37.38291472;
H;757;00 09 18.57;-59 03 37.3;002.32739226;-59.06036312;
H;758;00 09 19.12;-41 53 11.1;002.32966922;-41.88642543;
H;759;00 09 19.44;+17 32 03.3;002.33100682;+17.53423872;
H;760;00 09 19.83;+79 42 52.7;002.33262025;+79.71464113;
H;761;00 09 21.02;-27 59 16.5;002.33758620;-27.98790390;
H;762;00 09 23.27;-41 02 39.1;002.34694824;-41.04420522;
H;763;00 09 23.27;+58 39 57.2;002.34695373;+58.66590161;
H;764;00 09 23.88;+14 25 03.6;002.34949364;+14.41766587;
H;765;00 09 24.54;-45 44 49.2;002.35224949;-45.74698836;
H;766;00 09 24.60;+00 04 19.5;002.35250184;+00.07209314;
H;767;00 09 27.57;+46 23 16.5;002.36489397;+46.38790478;
H;768;00 09 27.98;+19 06 56.5;002.36659201;+19.11569982;
H;769;00 09 28.02;+01 14 38.5;002.36674758;+01.24402533;
H;770;00 09 28.21;-12 02 06.7;002.36753959;-12.03518146;
H;771;00 09 30.42;-10 11 15.2;002.37674450;-10.18755017;
H;772;00 09 30.70;-34 06 38.8;002.37791300;-34.11077214;
H;773;00 09 31.01;+19 33 33.2;002.37919673;+19.55922468;
H;774;00 09 32.22;-40 38 58.1;002.38423018;-40.64947224;
H;775;00 09 34.09;-66 01 47.0;002.39204187;-66.02972893;
H;776;00 09 34.93;-46 22 30.3;002.39552418;-46.37507382;
H;777;00 09 35.22;-21 22 54.7;002.39674740;-21.38186598;
H;778;00 09 36.29;-51 44 13.4;002.40120624;-51.73705907;
H;779;00 09 36.36;+62 40 04.1;002.40151993;+62.66781255;
